"Retweet_Num","Likes_Num","Name","Time_Stamp","Handle","ID","Error_Type","Original_Link"
NA,NA,NA,NA,NA,6.0001,"Not Twitter URL/Variety Error Type","https://nilviz.wordpress.com/2016/02/10/makeover-monday-mapping-police-violence/"
1,4,"たむ","5:38 PM - 5 Jul 2016 ","@crosspointst",27.0001,"No Error","https://twitter.com/crosspointst/status/750489051183013889"
1,3,"ヤング","10:09 PM - 19 Aug 2016 ","@young_td_frt",33.0001,"No Error","https://twitter.com/young_td_frt/status/766864609919643648"
1,1,"ヤング","4:33 PM - 1 Aug 2016 ","@young_td_frt",31.0001,"No Error","https://twitter.com/young_td_frt/status/760257071086391296"
1,1,"ヤング","7:48 AM - 11 Jul 2016 ","@young_td_frt",28.0001,"No Error","https://twitter.com/young_td_frt/status/752519155304181761"
1,8,"たぶろう","3:23 AM - 15 Aug 2016 ","@tabcmd",33.0002,"No Error","https://twitter.com/tabcmd/status/765131677546848256"
1,1,"たぶろう","11:21 PM - 27 Jun 2016 ","@tabcmd",26.0001,"No Error","https://twitter.com/tabcmd/status/747676169093451776"
NA,4,"たぶろう","1:02 AM - 21 Jun 2016 ","@tabcmd",20.0001,"No Error","https://twitter.com/tabcmd/status/745164900016656384"
3,7,"たぶろう","10:57 PM - 20 Jun 2016 ","@tabcmd",25.0001,"No Error","https://twitter.com/tabcmd/status/745133424713703424"
3,4,"たぶろう","11:01 PM - 20 Jun 2016 ","@tabcmd",25.0002,"No Error","https://twitter.com/tabcmd/status/745134504428208129"
NA,3,"木田　和廣","8:14 PM - 15 Jul 2016 ","@kazkida",28.0002,"No Error","https://twitter.com/kazkida/status/754152188910239744"
1,4,"木田　和廣","8:03 AM - 5 Jul 2016 ","@kazkida",27.0002,"No Error","https://twitter.com/kazkida/status/750344266585477120"
1,6,"木田　和廣","5:28 PM - 1 Jul 2016 ","@kazkida",26.0002,"No Error","https://twitter.com/kazkida/status/749037050100195328"
NA,2,"木田　和廣","11:17 PM - 22 Jun 2016 ","@kazkida",25.0003,"No Error","https://twitter.com/kazkida/status/745863449058631681"
2,3,"すーぱーSE","12:44 AM - 12 Jul 2016 ","@itpro_se",28.0003,"No Error","https://twitter.com/itpro_se/status/752770601547239424"
1,2,"すーぱーSE","6:37 AM - 6 Jul 2016 ","@itpro_se",27.0003,"No Error","https://twitter.com/itpro_se/status/750684983744864257"
2,3,"すーぱーSE","7:11 PM - 4 Jul 2016 ","@itpro_se",27.0004,"No Error","https://twitter.com/itpro_se/status/750150184831553536"
1,9,"すーぱーSE","9:39 AM - 30 Jun 2016 ","@itpro_se",26.0003,"No Error","https://twitter.com/itpro_se/status/748556687682863104"
3,7,"すーぱーSE","11:30 PM - 20 Jun 2016 ","@itpro_se",25.0004,"No Error","https://twitter.com/itpro_se/status/745141804819845120"
NA,3,"Aalok Jain","5:20 AM - 21 Feb 2016 ","@aalokjain",6.0002,"No Error","https://twitter.com/aalokjain/status/701396140877545473"
1,5,"Aalok Jain","3:54 PM - 1 Feb 2016 ","@aalokjain",5.0001,"No Error","https://twitter.com/aalokjain/status/694307759630712832"
NA,1,"Aalok Jain","2:58 PM - 25 Jan 2016 ","@aalokjain",4.0001,"No Error","https://twitter.com/aalokjain/status/691756956932034560"
NA,NA,NA,NA,NA,3.0001,"Not Twitter URL/Variety Error Type","https://public.tableau.com/views/MakeoverMonday_Wk3_18012016/Dashboard1?:embed=y&:showVizHome=no&:showTabs=y&:display_count=y&:display_static_image=y&:bootstrapWhenNotified=true"
NA,4,"Aaron Leishman","6:22 AM - 8 Feb 2016 ","@aaronleishman",6.0003,"No Error","https://twitter.com/aaronleishman/status/696700637938057218/photo/1"
NA,2,"Abhimanyu Choudhary","6:16 AM - 12 Aug 2016 ","@abhimcho",32.0001,"No Error","https://twitter.com/abhimcho/status/764088131276517376"
NA,4,"Abhimanyu Choudhary","6:55 AM - 4 Aug 2016 ","@abhimcho",31.0002,"No Error","https://twitter.com/abhimcho/status/761198848018518016"
1,23,"Adam Crahen","10:07 PM - 18 Dec 2016 ","@acrahen",51.0001,"No Error","https://twitter.com/acrahen/status/810728127517356032"
10,48,"Adam Crahen","9:30 PM - 11 Dec 2016 ","@acrahen",50.0001,"No Error","https://twitter.com/acrahen/status/808182323598553088"
1,28,"Adam Crahen","6:29 AM - 4 Dec 2016 ","@acrahen",49.0001,"No Error","https://twitter.com/acrahen/status/805418684323921920"
NA,23,"Adam Crahen","8:57 AM - 4 Dec 2016 ","@acrahen",49.0002,"No Error","https://twitter.com/acrahen/status/805456019379851265"
4,40,"Adam Crahen","12:12 PM - 27 Nov 2016 ","@acrahen",48.0001,"No Error","https://twitter.com/acrahen/status/802968477719855104"
2,35,"Adam Crahen","10:04 AM - 20 Nov 2016 ","@acrahen",47.0001,"No Error","https://twitter.com/acrahen/status/800399428792291328"
12,54,"Adam Crahen","2:37 PM - 13 Nov 2016 ","@acrahen",46.0001,"No Error","https://twitter.com/acrahen/status/797931422572888064"
3,14,"Adam Crahen","1:37 PM - 7 Nov 2016 ","@acrahen",45.0001,"No Error","https://twitter.com/acrahen/status/795742064042446848"
5,36,"Adam Crahen","6:20 PM - 30 Oct 2016 ","@acrahen",44.0001,"No Error","https://twitter.com/acrahen/status/792898893948264449"
NA,7,"Adam Crahen","10:03 AM - 23 Oct 2016 ","@acrahen",43.0001,"No Error","https://twitter.com/acrahen/status/790237150553997312"
2,33,"Adam Crahen","8:22 AM - 23 Oct 2016 ","@acrahen",43.0002,"No Error","https://twitter.com/acrahen/status/790211764461903872"
19,68,"Adam Crahen","12:38 PM - 16 Oct 2016 ","@acrahen",42.0001,"No Error","https://twitter.com/acrahen/status/787739421705666560"
NA,NA,NA,NA,NA,41.0001,"Not Twitter URL/Variety Error Type",""
5,24,"Adam Crahen","11:20 AM - 2 Oct 2016 ","@acrahen",40.0001,"No Error","https://twitter.com/acrahen/status/782646535070842880"
NA,NA,NA,NA,NA,39.0001,"Not Twitter URL/Variety Error Type",""
3,21,"Adam Crahen","4:58 PM - 17 Sep 2016 ","@acrahen",38.0001,"No Error","https://twitter.com/acrahen/status/777295798216327168"
1,15,"Adam Crahen","2:02 PM - 11 Sep 2016 ","@acrahen",37.0001,"No Error","https://twitter.com/acrahen/status/775077004349698049"
3,21,"Adam Crahen","5:11 PM - 4 Sep 2016 ","@acrahen",36.0001,"No Error","https://twitter.com/acrahen/status/772587944012054529"
NA,16,"Adam Crahen","8:54 PM - 28 Aug 2016 ","@acrahen",35.0001,"No Error","https://twitter.com/acrahen/status/770107447310778372"
7,31,"Adam Crahen","10:29 AM - 21 Aug 2016 ","@acrahen",34.0001,"No Error","https://twitter.com/acrahen/status/767413252670230528"
4,24,"Adam Crahen","7:50 AM - 14 Aug 2016 ","@acrahen",33.0003,"No Error","https://twitter.com/acrahen/status/764836546809884672"
4,21,"Adam Crahen","6:41 PM - 7 Aug 2016 ","@acrahen",32.0002,"No Error","https://twitter.com/acrahen/status/762463791812452352"
1,15,"Adam Crahen","7:15 PM - 31 Jul 2016 ","@acrahen",31.0003,"No Error","https://twitter.com/acrahen/status/759935489805651970"
7,35,"Adam Crahen","6:38 PM - 25 Jul 2016 ","@acrahen",30.0001,"No Error","https://twitter.com/acrahen/status/757751915170103296"
3,22,"Adam Crahen","7:24 PM - 18 Jul 2016 ","@acrahen",29.0001,"No Error","https://twitter.com/acrahen/status/755226684895465473"
2,15,"Adam Crahen","8:09 AM - 10 Jul 2016 ","@acrahen",28.0004,"No Error","https://twitter.com/acrahen/status/752157736830468096"
NA,6,"Adam Crahen","9:34 AM - 5 Jul 2016 ","@acrahen",27.0005,"No Error","https://twitter.com/acrahen/status/750367219742281729"
4,28,"Adam Crahen","6:19 PM - 26 Jun 2016 ","@acrahen",26.0004,"No Error","https://twitter.com/acrahen/status/747237813725335552"
2,17,"Adam Crahen","8:26 PM - 19 Jun 2016 ","@acrahen",25.0005,"No Error","https://twitter.com/acrahen/status/744733224455254017"
4,13,"Adam Crahen","3:51 PM - 30 May 2016 ","@acrahen",22.0001,"No Error","https://twitter.com/acrahen/status/737416168726761472"
2,16,"Adam Crahen","7:12 AM - 13 Jun 2016 ","@acrahen",24.0001,"No Error","https://twitter.com/acrahen/status/742358910389112832"
2,9,"Adam Crahen","9:16 PM - 4 Jun 2016 ","@acrahen",23.0001,"No Error","https://twitter.com/acrahen/status/739309932160417792"
6,26,"Adam Crahen","1:41 PM - 22 May 2016 ","@acrahen",21.0001,"No Error","https://twitter.com/acrahen/status/734484442186682368"
5,20,"Adam Crahen","12:46 PM - 19 May 2016 ","@acrahen",1.0001,"No Error","https://twitter.com/acrahen/status/733383364783296512"
7,25,"Adam Crahen","10:02 AM - 18 May 2016 ","@acrahen",2.0001,"No Error","https://twitter.com/acrahen/status/732979797597523968"
2,32,"Adam Crahen","10:42 PM - 15 May 2016 ","@acrahen",20.0002,"No Error","https://twitter.com/acrahen/status/732083788046581761"
NA,6,"Adam Crahen","6:16 AM - 12 May 2016 ","@acrahen",5.0002,"No Error","https://twitter.com/acrahen/status/730748480948457473"
NA,4,"Adam Crahen","11:01 PM - 14 May 2016 ","@acrahen",3.0002,"No Error","https://twitter.com/acrahen/status/731726148154068996"
NA,NA,NA,NA,NA,4.0002,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
1,5,"Adam Crahen","11:25 PM - 7 May 2016 ","@acrahen",19.0001,"No Error","https://twitter.com/acrahen/status/729195526911082496"
4,20,"Adam Crahen","10:21 AM - 1 May 2016 ","@acrahen",18.0001,"No Error","https://twitter.com/acrahen/status/726823758393122817"
4,15,"Adam Crahen","5:57 PM - 1 May 2016 ","@acrahen",6.0004,"No Error","https://twitter.com/acrahen/status/726938513640398848"
NA,8,"Adam Crahen","9:23 PM - 24 Apr 2016 ","@acrahen",17.0001,"No Error","https://twitter.com/acrahen/status/724453683954626560"
3,11,"Adam Crahen","7:20 PM - 17 Apr 2016 ","@acrahen",16.0001,"No Error","https://twitter.com/acrahen/status/721886211212754944"
3,17,"Adam Crahen","6:24 PM - 10 Apr 2016 ","@acrahen",15.0001,"No Error","https://twitter.com/acrahen/status/719335168151003136"
1,7,"Adam Crahen","12:52 PM - 3 Apr 2016 ","@acrahen",14.0001,"No Error","https://twitter.com/acrahen/status/716714977227354113"
NA,NA,NA,NA,NA,13.0001,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
3,9,"Adam Crahen","12:29 PM - 20 Mar 2016 ","@acrahen",12.0001,"No Error","https://twitter.com/acrahen/status/711635803194064896"
6,15,"Adam Crahen","1:51 PM - 13 Mar 2016 ","@acrahen",11.0001,"No Error","https://twitter.com/acrahen/status/709119675532189696/photo/1"
4,10,"Adam Crahen","7:01 PM - 6 Mar 2016 ","@acrahen",10.0001,"No Error","https://twitter.com/acrahen/status/706676094678798337"
NA,3,"Adam Crahen","10:18 AM - 28 Feb 2016 ","@acrahen",9.0001,"No Error","https://twitter.com/acrahen/status/704007818005880832"
NA,2,"Adam Crahen","4:14 PM - 21 Feb 2016 ","@acrahen",8.0001,"No Error","https://twitter.com/acrahen/status/701560678130315264"
NA,2,"Adam Crahen","8:48 AM - 13 Feb 2016 ","@acrahen",7.0001,"No Error","https://twitter.com/acrahen/status/698549193376399362"
NA,4,"Adam Green","2:46 PM - 18 Oct 2016 ","@greenynorfolk",41.0002,"No Error","https://twitter.com/greenynorfolk/status/788496386090266629"
2,3,"Adam Green","2:01 PM - 6 Oct 2016 ","@greenynorfolk",40.0002,"No Error","https://twitter.com/greenynorfolk/status/784136568479113216"
3,8,"Adam Green","3:10 PM - 20 Sep 2016 ","@greenynorfolk",38.0002,"No Error","https://twitter.com/greenynorfolk/status/778355710551793665"
1,4,"Adam Green","8:53 AM - 24 Sep 2016 ","@greenynorfolk",36.0002,"No Error","https://twitter.com/greenynorfolk/status/779710356478390273"
NA,4,"Adam Jankura","8:24 AM - 21 Nov 2016 ","@adam_jankura",47.0002,"No Error","https://twitter.com/adam_jankura/status/800736759227162624"
2,11,"Adam Jankura","12:59 AM - 18 Oct 2016 ","@adam_jankura",42.0002,"No Error","https://twitter.com/adam_jankura/status/788288311848800256"
3,3,"Adam Jankura","8:54 AM - 4 Oct 2016 ","@adam_jankura",40.0003,"No Error","https://twitter.com/adam_jankura/status/783334532372201472"
1,3,"Adam Jankura","6:01 AM - 13 Sep 2016 ","@adam_jankura",37.0002,"No Error","https://twitter.com/adam_jankura/status/775680908569477120"
1,8,"Adam Jankura","7:51 AM - 5 Sep 2016 ","@adam_jankura",36.0003,"No Error","https://twitter.com/adam_jankura/status/772809263131529216"
1,5,"Adam Jankura","7:42 AM - 29 Aug 2016 ","@adam_jankura",35.0002,"No Error","https://twitter.com/adam_jankura/status/770270414245429248"
1,9,"Adam Jankura","6:14 AM - 22 Aug 2016 ","@adam_jankura",34.0002,"No Error","https://twitter.com/adam_jankura/status/767711466661220352"
NA,6,"Adam Jankura","12:08 AM - 16 Aug 2016 ","@adam_jankura",33.0004,"No Error","https://twitter.com/adam_jankura/status/765445204958732288"
NA,5,"Adam Jankura","7:19 AM - 10 Aug 2016 ","@adam_jankura",15.0002,"No Error","https://twitter.com/adam_jankura/status/763379327236997120"
NA,6,"Adam Jankura","10:50 AM - 8 Aug 2016 ","@adam_jankura",32.0003,"No Error","https://twitter.com/adam_jankura/status/762707622206312448"
NA,4,"Adam Jankura","7:34 AM - 1 Aug 2016 ","@adam_jankura",31.0004,"No Error","https://twitter.com/adam_jankura/status/760121419938267136"
3,9,"Adam Medcalf","10:44 AM - 2 Aug 2016 ","@adam_medcalf",30.0002,"No Error","https://twitter.com/adam_medcalf/status/760531619937718272"
NA,NA,"Adil Yalçın","5:20 AM - 20 Nov 2016 ","@adilyalcin",47.0003,"No Error","https://twitter.com/adilyalcin/status/800327850251255808"
NA,1,"Adil Yalçın","9:35 AM - 29 May 2016 ","@adilyalcin",22.0002,"No Error","https://twitter.com/adilyalcin/status/737018148625502208"
NA,1,"Ahmad El Tannir","3:43 PM - 25 Apr 2016 ","@AhmadElTannir",17.0002,"No Error","https://twitter.com/ahmadeltannir/status/724730651405111296"
1,12,"Ahmad El Tannir","1:27 PM - 29 Mar 2016 ","@AhmadElTannir",13.0002,"No Error","https://twitter.com/ahmadeltannir/status/714911774533877762"
NA,4,"Ahmad El Tannir","8:09 PM - 3 Apr 2016 ","@AhmadElTannir",14.0002,"No Error","https://twitter.com/ahmadeltannir/status/716824996769828864"
NA,1,"Aishwarya Nalluri","1:07 PM - 15 Dec 2016 ","@AryaNalluri",50.0002,"No Error","https://twitter.com/AryaNalluri/status/809505148582166530"
1,5,"Aishwarya Sivakumar","2:47 AM - 14 Dec 2016 ","@aish22011988",50.0003,"No Error","https://twitter.com/aish22011988/status/808986685308448768"
1,8,"Aishwarya Sivakumar","2:32 AM - 28 Nov 2016 ","@aish22011988",48.0002,"No Error","https://twitter.com/aish22011988/status/803184733404295168"
NA,2,"Aishwarya Sivakumar","2:39 AM - 14 Nov 2016 ","@aish22011988",46.0002,"No Error","https://twitter.com/aish22011988/status/798113193553838084"
NA,1,"Aishwarya Sivakumar","10:59 AM - 27 Sep 2016 ","@aish22011988",39.0002,"No Error","https://twitter.com/aish22011988/status/780829148373671937"
4,6,"Aishwarya Sivakumar","1:14 AM - 19 Sep 2016 ","@aish22011988",38.0003,"No Error","https://twitter.com/aish22011988/status/777782831338565632"
NA,1,"Aishwarya Sivakumar","6:41 AM - 29 Aug 2016 ","@aish22011988",35.0003,"No Error","https://twitter.com/aish22011988/status/770254980909404160"
1,4,"AJ Wray","2:34 PM - 19 Dec 2016 ","@WrayAJ",51.0002,"No Error","https://twitter.com/WrayAJ/status/810976678835060738"
NA,NA,NA,NA,NA,50.0004,"Not Twitter URL/Variety Error Type",""
NA,NA,NA,NA,NA,49.0003,"Not Twitter URL/Variety Error Type",""
NA,NA,NA,NA,NA,48.0003,"Not Twitter URL/Variety Error Type",""
NA,1,"AJ Wray","7:41 AM - 28 Sep 2016 ","@WrayAJ",39.0003,"No Error","https://twitter.com/WrayAJ/status/781149419181707268"
NA,3,"AJ Wray","5:02 PM - 21 Sep 2016 ","@WrayAJ",38.0004,"No Error","https://twitter.com/wrayaj/status/778746296400084993"
NA,2,"AJ Wray","4:00 PM - 12 Sep 2016 ","@WrayAJ",37.0003,"No Error","https://twitter.com/wrayaj/status/775469075489226752"
NA,1,"AJ Wray","1:42 PM - 6 Sep 2016 ","@WrayAJ",36.0004,"No Error","https://twitter.com/wrayaj/status/773260092661723136"
NA,2,"Akiya Mizukoshi","12:59 AM - 7 Jul 2016 ","@Akiyah",27.0006,"No Error","https://twitter.com/akiyah/status/751272665566941184"
4,5,"Akiya Mizukoshi","11:20 PM - 20 Jun 2016 ","@Akiyah",25.0006,"No Error","https://twitter.com/akiyah/status/745139277969821696"
1,4,"Alan Lightfeldt","3:40 PM - 13 Jun 2016 ","@AlanLightfeldt",14.0003,"No Error","https://twitter.com/alanlightfeldt/status/742486865652162560"
NA,1,"Alejandro Martínez","11:46 PM - 16 Oct 2016 ","@Jano__13",42.0003,"No Error","https://twitter.com/Jano__13/status/787910407218266112"
1,2,"Alejandro Martínez","5:33 AM - 5 Oct 2016 ","@Jano__13",40.0004,"No Error","https://twitter.com/Jano__13/status/783646249241030658"
NA,1,"Alejandro Martínez","1:16 AM - 27 Jun 2016 ","@Jano__13",26.0005,"No Error","https://twitter.com/jano__13/status/747342783283769344"
NA,5,"Alejandro Martínez","2:30 AM - 30 May 2016 ","@Jano__13",22.0003,"No Error","https://twitter.com/jano__13/status/737214670130421760"
NA,1,"Alejandro Martínez","7:37 PM - 23 May 2016 ","@Jano__13",21.0002,"No Error","https://twitter.com/jano__13/status/734936434226778112"
NA,1,"Alejandro Martínez","7:44 PM - 15 May 2016 ","@Jano__13",20.0003,"No Error","https://twitter.com/jano__13/status/732101729001443328"
NA,NA,NA,NA,NA,18.0002,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
NA,3,"Aleksandra Vangelova","4:58 AM - 16 Jun 2016 ","@Vangelova09",24.0002,"No Error","https://twitter.com/vangelova09/status/743412343124729856"
NA,1,"Alex France","8:49 AM - 28 Jun 2016 ","@AlexFrancyPants",26.0006,"No Error","https://twitter.com/alexfrancypants/status/747819266993422336"
NA,4,"Alex France","2:35 PM - 28 Jun 2016 ","@AlexFrancyPants",8.0002,"No Error","https://twitter.com/alexfrancypants/status/747906187157438464"
NA,5,"Alex France","2:20 PM - 22 Jun 2016 ","@AlexFrancyPants",25.0007,"No Error","https://twitter.com/alexfrancypants/status/745728252719792128"
NA,5,"Alex France","1:34 PM - 13 Jun 2016 ","@AlexFrancyPants",24.0003,"No Error","https://twitter.com/alexfrancypants/status/742455184182390784"
3,10,"Alex Lea","9:47 AM - 14 Feb 2016 ","@alex_lea_8",7.0002,"No Error","https://twitter.com/alex_lea_8/status/698926564751380480"
NA,1,"Alex Lea","12:23 PM - 31 Jan 2016 ","@alex_lea_8",5.0003,"No Error","https://twitter.com/alex_lea_8/status/693893520042639361"
NA,4,"Alex M","7:42 AM - 13 Jun 2016 ","@Al2O15",24.0004,"No Error","https://twitter.com/al2o15/status/742366490079449089"
NA,9,"Alex Psarras","5:18 AM - 5 Sep 2016 ","@AlexJPsarras",36.0005,"No Error","https://twitter.com/alexjpsarras/status/772770781344460800"
NA,1,"Alex Psarras","3:02 PM - 29 Aug 2016 ","@AlexJPsarras",35.0004,"No Error","https://twitter.com/alexjpsarras/status/770381112879222784"
1,7,"Alex Psarras","9:49 AM - 22 Aug 2016 ","@AlexJPsarras",34.0003,"No Error","https://twitter.com/alexjpsarras/status/767765714543505413"
NA,4,"Alex Psarras","7:34 AM - 15 Aug 2016 ","@AlexJPsarras",33.0005,"No Error","https://twitter.com/alexjpsarras/status/765194874966642689"
1,4,"Alex Psarras","2:05 AM - 8 Aug 2016 ","@AlexJPsarras",32.0004,"No Error","https://twitter.com/alexjpsarras/status/762575567740960768"
NA,3,"Alex Psarras","2:12 PM - 1 Aug 2016 ","@AlexJPsarras",31.0005,"No Error","https://twitter.com/alexjpsarras/status/760221789612023809"
NA,1,"Alex Psarras","11:33 PM - 24 Jul 2016 ","@AlexJPsarras",30.0003,"No Error","https://twitter.com/alexjpsarras/status/757539179681161216"
1,7,"Alex Psarras","1:33 AM - 18 Jul 2016 ","@AlexJPsarras",29.0002,"No Error","https://twitter.com/alexjpsarras/status/754957302806044672"
1,1,"Alex Psarras","11:58 PM - 5 Jul 2016 ","@AlexJPsarras",20.0004,"No Error","https://twitter.com/alexjpsarras/status/750584650624602112"
1,8,"Alex Thompson","12:04 PM - 18 Jul 2016 ","@alex_r_thompson",29.0003,"No Error","https://twitter.com/alex_r_thompson/status/755115929063817216"
NA,12,"Alex Thompson","2:48 PM - 10 Jul 2016 ","@alex_r_thompson",28.0005,"No Error","https://twitter.com/alex_r_thompson/status/752258117967155201"
NA,7,"Alex Thompson","4:22 AM - 6 Jul 2016 ","@alex_r_thompson",20.0005,"No Error","https://twitter.com/alex_r_thompson/status/750651222412128256"
1,18,"Ben Jones","11:34 AM - 12 Dec 2016 ","@DataRemixed",50.0005,"No Error","https://twitter.com/aleksoft/status/809236893602717696"
4,23,"Alexander Mou","8:04 PM - 2 Dec 2016 ","@aleksoft",48.0004,"No Error","https://twitter.com/aleksoft/status/804899188920041472"
2,16,"Alexander Mou","6:40 PM - 24 Jul 2016 ","@aleksoft",30.0004,"No Error","https://twitter.com/aleksoft/status/757389970646589440"
2,16,"Alexander Mou","6:40 PM - 24 Jul 2016 ","@aleksoft",30.0005,"No Error","https://twitter.com/aleksoft/status/757389970646589440"
NA,NA,NA,NA,NA,20.0006,"Not Twitter URL/Variety Error Type","http://vizdiff.blogspot.co.uk/2016/06/our-warming-earth-distribution-by-month.html?m=1"
NA,33,"Alexandria Duke","7:16 PM - 13 Nov 2016 ","@alexduke",46.0003,"No Error","https://twitter.com/alexduke/status/798001600577019904"
2,4,"Ali Ahmad","4:58 AM - 10 Apr 2016 ","@DataVizAli",13.0003,"No Error","https://twitter.com/datavizali/status/719132327734079490"
NA,NA,NA,NA,NA,12.0002,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
NA,NA,NA,NA,NA,11.0002,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
3,4,"Ali Ahmad","2:36 AM - 7 Mar 2016 ","@DataVizAli",10.0002,"No Error","https://twitter.com/DataVizAli/status/706790600155271168"
1,2,"Ali Ahmad","2:08 AM - 29 Feb 2016 ","@DataVizAli",9.0002,"No Error","https://twitter.com/DataVizAli/status/704246855316672512"
1,2,"Ali Ahmad","1:45 AM - 22 Feb 2016 ","@DataVizAli",8.0003,"No Error","https://twitter.com/DataVizAli/status/701704377128656896"
1,5,"Ali Ahmad","3:13 AM - 15 Feb 2016 ","@DataVizAli",7.0003,"No Error","https://twitter.com/DataVizAli/status/699189888575528960"
NA,1,"Ali Ahmad","12:28 PM - 8 Feb 2016 ","@DataVizAli",6.0005,"No Error","https://twitter.com/DataVizAli/status/696792819512516608/photo/1"
1,4,"Ali Ahmad","3:42 AM - 1 Feb 2016 ","@DataVizAli",5.0004,"No Error","https://twitter.com/DataVizAli/status/694123779874820096/photo/1"
1,2,"Ali Ahmad","4:49 PM - 18 Jan 2016 ","@DataVizAli",3.0003,"No Error","https://twitter.com/__aliahmad/status/689248335736238080/photo/1"
2,5,"Ali Ahmad","3:11 AM - 25 Jan 2016 ","@DataVizAli",4.0003,"No Error","https://twitter.com/DataVizAli/status/691579161891229696/photo/1"
NA,5,"Ali Motion","7:05 AM - 30 Oct 2016 ","@alimotion",44.0002,"No Error","https://twitter.com/alimotion/status/792729064276623360"
1,4,"Ali Motion","10:35 AM - 17 Jul 2016 ","@alimotion",29.0004,"No Error","https://twitter.com/alimotion/status/754731179589459968"
1,5,"Ali Motion","1:06 PM - 10 Jul 2016 ","@alimotion",28.0006,"No Error","https://twitter.com/alimotion/status/752232427372810240"
6,26,"Ali Motion","6:07 AM - 6 Jul 2016 ","@alimotion",27.0007,"No Error","https://twitter.com/alimotion/status/750677527165829122"
NA,5,"Ali Motion","1:18 PM - 22 May 2016 ","@alimotion",21.0003,"No Error","https://twitter.com/alimotion/status/734478633528594432"
NA,NA,NA,NA,NA,50.0006,"Not Twitter URL/Variety Error Type",""
2,5,"Alistair Hay","4:42 PM - 11 Jul 2016 ","@HayAlistair",2.0002,"No Error","https://twitter.com/hayalistair/status/752649379190824960"
NA,12,"Alistair Hay","2:21 PM - 24 May 2016 ","@HayAlistair",21.0004,"No Error","https://twitter.com/hayalistair/status/735219144623296513"
2,4,"Alistair Hay","1:47 PM - 26 Apr 2016 ","@HayAlistair",17.0003,"No Error","https://twitter.com/hayalistair/status/725063879831748609"
NA,8,"Alistair Hay","5:24 PM - 1 May 2016 ","@HayAlistair",18.0003,"No Error","https://twitter.com/hayalistair/status/726930243173404672"
NA,1,"Alistair Hay","11:38 AM - 17 Apr 2016 ","@HayAlistair",16.0002,"No Error","https://twitter.com/hayalistair/status/721785827571929088"
NA,NA,NA,NA,NA,50.0007,"Not Twitter URL/Variety Error Type",""
NA,NA,NA,NA,NA,44.0003,"Not Twitter URL/Variety Error Type",""
NA,5,"Amalie Holsøe","2:04 AM - 21 Oct 2016 ","@AmalieHols",42.0004,"No Error","https://twitter.com/AmalieHols/status/789391842550743041"
3,30,"Amalie Holsøe","7:37 AM - 30 Sep 2016 ","@AmalieHols",39.0004,"No Error","https://twitter.com/AmalieHols/status/781865625282949123"
NA,1,"Amanda Patist","9:31 AM - 23 Aug 2016 ","@amanda_patist",34.0004,"No Error","https://twitter.com/amanda_patist/status/768197851495227397"
5,13,"Amanda Patist","2:21 PM - 20 Jun 2016 ","@amanda_patist",25.0008,"No Error","https://twitter.com/amanda_patist/status/745003600473133056"
2,11,"Amanda Patist","8:14 AM - 13 Jun 2016 ","@amanda_patist",24.0005,"No Error","https://twitter.com/amanda_patist/status/742374544569208832"
NA,NA,NA,NA,NA,19.0002,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
1,6,"Amanda Stylianou","7:12 PM - 4 Sep 2016 ","@AMStylianou",36.0006,"No Error","https://twitter.com/amstylianou/status/772618367203147776"
NA,4,"Andy Kriebel","12:44 PM - 31 Jul 2016 ","@VizWizBI",31.0006,"No Error","https://twitter.com/amstylianou/status/760133931748450304"
NA,3,"Amit Goldstein","1:52 PM - 12 Sep 2016 ","@goamit",37.0004,"No Error","https://twitter.com/goamit/status/775436857941250048"
NA,NA,NA,NA,NA,11.0003,"Not Twitter URL/Variety Error Type","https://tweetdeck.twitter.com/"
7,11,"Analytics &amp; Data Viz","11:34 AM - 4 Jul 2016 ","@AnalyticsGoober",27.0008,"No Error","https://twitter.com/analyticsgoober/status/750034996879130624"
1,6,"André de Vries","2:30 PM - 7 Nov 2016 ","@andre347_",45.0002,"No Error","https://twitter.com/andre347_/status/795755409944485889"
1,8,"André de Vries","3:04 AM - 18 Aug 2016 ","@andre347_",33.0006,"No Error","https://twitter.com/andre347_/status/766214301774479361"
1,4,"André de Vries","1:07 PM - 18 Jul 2016 ","@andre347_",29.0005,"No Error","https://twitter.com/andre347_/status/755131951741370372"
NA,5,"André de Vries","6:51 AM - 14 Jun 2016 ","@andre347_",24.0006,"No Error","https://twitter.com/andre347_/status/742716046952529920"
1,4,"Andrew Drinkwater","10:21 AM - 18 Oct 2016 ","@andrewdrinkh2o",42.0005,"No Error","https://twitter.com/andrewdrinkh2o/status/788429699235983360"
NA,2,"Andrew Drinkwater","10:23 AM - 18 Oct 2016 ","@andrewdrinkh2o",41.0003,"No Error","https://twitter.com/andrewdrinkh2o/status/788430332743720960"
